Head,Name,Manufacturer,Model,Mode,Universe,Address,X Pos(MagicQ),Y Pos(MagicQ),Z Pos(MagicQ),X Rot(MagicQ),Y Rot(MagicQ),Z Rot(MagicQ),X Pos(Unity),Y Pos(Unity),Z Pos(Unity),X Rot(Unity),Y Rot(Unity),Z Rot(Unity)
311,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.73m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,0.735,8.769,-1.312,4.82,177.83,269.8
363,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.32m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,2.325,8.769,-1.312,4.82,177.83,269.8
415,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.82m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,3.816,8.769,-1.312,4.82,177.83,269.8
467,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.41m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,5.415,8.769,-1.312,4.82,177.83,269.8
519,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.89m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,6.895,8.769,-1.312,4.82,177.83,269.8
52,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-6.903,8.775,-1.312,4.82,177.83,269.8
104,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-5.444,8.775,-1.312,4.82,177.83,269.8
156,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.81m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-3.807,8.775,-1.312,4.82,177.83,269.8
208,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-2.363,8.775,-1.312,4.82,177.83,269.8
260,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.76m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-0.755,8.775,-1.312,4.82,177.83,269.8
312,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.74m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,0.742,8.775,-1.312,4.82,177.83,269.8
364,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.33m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,2.332,8.775,-1.312,4.82,177.83,269.8
416,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.82m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,3.823,8.775,-1.312,4.82,177.83,269.8
468,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,5.422,8.775,-1.312,4.82,177.83,269.8
520,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.9m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,6.902,8.775,-1.312,4.82,177.83,269.8
53,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.89m,8.74m,1.28m,-179.97°,90°,0°,-6.892,8.742,-1.276,270.03,270,0
105,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.43m,8.74m,1.28m,-179.97°,90°,0°,-5.433,8.742,-1.276,270.03,270,0
157,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.28m,-179.97°,90°,0°,-3.796,8.742,-1.276,270.03,270,0
209,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.35m,8.74m,1.28m,-179.97°,90°,0°,-2.352,8.742,-1.276,270.03,270,0
261,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.74m,8.74m,1.28m,-179.97°,90°,0°,-0.744,8.742,-1.276,270.03,270,0
313,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.28m,-179.97°,90°,0°,0.753,8.742,-1.276,270.03,270,0
365,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.28m,-179.97°,90°,0°,2.343,8.742,-1.276,270.03,270,0
417,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.28m,-179.97°,90°,0°,3.834,8.742,-1.276,270.03,270,0
469,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.28m,-179.97°,90°,0°,5.433,8.742,-1.276,270.03,270,0
521,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.28m,-179.97°,90°,0°,6.913,8.742,-1.276,270.03,270,0
16,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
68,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
120,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
172,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
224,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
276,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
328,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
380,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
432,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
484,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
17,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
69,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
121,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
173,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
225,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
277,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
329,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
381,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
433,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
485,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
18,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
70,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
122,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
174,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
226,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
278,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
330,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
382,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
434,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
486,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
19,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
71,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
123,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
175,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
227,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
279,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
331,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
383,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
435,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
487,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
20,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
72,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
124,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
176,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
228,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
280,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
332,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
384,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
436,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
488,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
21,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
73,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
125,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
177,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
229,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
281,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
333,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
385,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
437,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
489,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
22,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
74,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
126,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
178,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
230,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
282,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
334,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
386,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
438,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
490,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
23,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
75,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
127,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
179,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
231,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
283,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
335,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
387,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
439,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
491,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
24,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
76,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
128,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
180,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
232,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
284,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
336,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
388,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
440,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
492,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
25,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
77,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
129,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
181,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
233,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
285,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
337,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
389,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
441,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
493,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
26,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
78,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
130,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
182,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
234,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
286,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
338,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
390,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
442,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
494,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
27,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
79,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
131,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
183,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
235,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
287,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
339,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
391,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
443,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
495,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
28,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
80,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
132,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
184,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
236,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
288,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
340,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
392,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
444,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
496,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
29,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
81,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
133,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
185,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
237,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
289,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
341,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
393,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
445,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
497,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
30,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
82,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
