Head no,Universe,DMX Address,X Pos,Y Pos,Z Pos,Name,Path
0,0,0,11.461,1.795,-1.122,TiltBody,MovingLightGroup/MovingLight_38/PanBody/TiltBody
0,0,0,11.461,1.795,2.158,TiltBody,MovingLightGroup/MovingLight_39/PanBody/TiltBody
0,0,0,11.461,3.796,-4.318,TiltBody,MovingLightGroup/MovingLight_40/PanBody/TiltBody
0,0,0,11.461,3.796,-1.122,TiltBody,MovingLightGroup/MovingLight_41/PanBody/TiltBody
0,0,0,11.461,3.796,2.158,TiltBody,MovingLightGroup/MovingLight_42/PanBody/TiltBody
0,0,0,11.461,5.818,-4.318,TiltBody,MovingLightGroup/MovingLight_43/PanBody/TiltBody
0,0,0,11.461,5.818,-1.122,TiltBody,MovingLightGroup/MovingLight_44/PanBody/TiltBody
0,0,0,11.461,5.818,2.158,TiltBody,MovingLightGroup/MovingLight_45/PanBody/TiltBody
0,0,0,11.461,7.851,-4.318,TiltBody,MovingLightGroup/MovingLight_46/PanBody/TiltBody
0,0,0,11.461,7.851,-1.122,TiltBody,MovingLightGroup/MovingLight_47/PanBody/TiltBody
0,0,0,11.461,7.851,2.158,TiltBody,MovingLightGroup/MovingLight_48/PanBody/TiltBody
0,0,0,-11.378,1.795,-4.318,TiltBody,MovingLightGroup/MovingLight_49/PanBody/TiltBody
0,0,0,-11.378,1.795,-1.122,TiltBody,MovingLightGroup/MovingLight_50/PanBody/TiltBody
0,0,0,-11.378,1.795,2.158,TiltBody,MovingLightGroup/MovingLight_51/PanBody/TiltBody
0,0,0,-11.378,3.796,-4.318,TiltBody,MovingLightGroup/MovingLight_52/PanBody/TiltBody
0,0,0,-11.378,3.796,-1.122,TiltBody,MovingLightGroup/MovingLight_53/PanBody/TiltBody
0,0,0,-11.378,3.796,2.158,TiltBody,MovingLightGroup/MovingLight_54/PanBody/TiltBody
0,0,0,-11.378,5.818,-4.318,TiltBody,MovingLightGroup/MovingLight_55/PanBody/TiltBody
0,0,0,-11.378,5.818,-1.122,TiltBody,MovingLightGroup/MovingLight_56/PanBody/TiltBody
0,0,0,-11.378,5.818,2.158,TiltBody,MovingLightGroup/MovingLight_57/PanBody/TiltBody
0,0,0,-11.378,7.851,-4.318,TiltBody,MovingLightGroup/MovingLight_58/PanBody/TiltBody
0,0,0,-11.378,7.851,-1.122,TiltBody,MovingLightGroup/MovingLight_59/PanBody/TiltBody
0,0,0,-11.378,7.851,2.158,TiltBody,MovingLightGroup/MovingLight_60/PanBody/TiltBody
0,0,0,-8.029,5.809,5.01,TiltBody,MovingLightGroup/MovingLight_61/PanBody/TiltBody
0,0,0,-4.074,5.815,5.01,TiltBody,MovingLightGroup/MovingLight_62/PanBody/TiltBody
0,0,0,-0.034,5.815,5.01,TiltBody,MovingLightGroup/MovingLight_63/PanBody/TiltBody
0,0,0,3.834,5.815,5.01,TiltBody,MovingLightGroup/MovingLight_64/PanBody/TiltBody
0,0,0,7.922,5.815,5.01,TiltBody,MovingLightGroup/MovingLight_65/PanBody/TiltBody
0,0,0,-8.029,7.86,5.01,TiltBody,MovingLightGroup/MovingLight_66/PanBody/TiltBody
0,0,0,-4.074,7.866,5.01,TiltBody,MovingLightGroup/MovingLight_67/PanBody/TiltBody
0,0,0,-0.034,7.866,5.01,TiltBody,MovingLightGroup/MovingLight_68/PanBody/TiltBody
0,0,0,3.834,7.866,5.01,TiltBody,MovingLightGroup/MovingLight_69/PanBody/TiltBody
0,0,0,7.922,7.866,5.01,TiltBody,MovingLightGroup/MovingLight_70/PanBody/TiltBody
0,0,0,-3.08,8.728,-1.34,TiltBody.001,MovingLightGroup/MovingLight_11/PanBody/TiltBody/TiltBody.001
0,0,0,-1.536,8.728,-1.34,TiltBody.001,MovingLightGroup/MovingLight_12/PanBody/TiltBody/TiltBody.001
0,0,0,-0.005,8.728,-1.34,TiltBody.001,MovingLightGroup/MovingLight_13/PanBody/TiltBody/TiltBody.001
0,0,0,1.546,8.728,-1.34,TiltBody.001,MovingLightGroup/MovingLight_14/PanBody/TiltBody/TiltBody.001
0,0,0,3.09,8.728,-1.34,TiltBody.001,MovingLightGroup/MovingLight_15/PanBody/TiltBody/TiltBody.001
0,0,0,4.606,8.728,-1.34,TiltBody.001,MovingLightGroup/MovingLight_16/PanBody/TiltBody/TiltBody.001
0,0,0,6.17,8.728,-1.34,TiltBody.001,MovingLightGroup/MovingLight_17/PanBody/TiltBody/TiltBody.001
0,0,0,-6.155,8.728,1.64,TiltBody.001,MovingLightGroup/MovingLight_18/PanBody/TiltBody/TiltBody.001
0,0,0,-4.629,8.728,1.64,TiltBody.001,MovingLightGroup/MovingLight_19/PanBody/TiltBody/TiltBody.001
0,0,0,-3.08,8.728,1.64,TiltBody.001,MovingLightGroup/MovingLight_20/PanBody/TiltBody/TiltBody.001
0,0,0,-1.536,8.728,1.64,TiltBody.001,MovingLightGroup/MovingLight_21/PanBody/TiltBody/TiltBody.001
0,0,0,-0.005,8.728,1.64,TiltBody.001,MovingLightGroup/MovingLight_22/PanBody/TiltBody/TiltBody.001
0,0,0,1.546,8.728,1.64,TiltBody.001,MovingLightGroup/MovingLight_23/PanBody/TiltBody/TiltBody.001
0,0,0,3.09,8.728,1.64,TiltBody.001,MovingLightGroup/MovingLight_24/PanBody/TiltBody/TiltBody.001
0,0,0,4.606,8.728,1.64,TiltBody.001,MovingLightGroup/MovingLight_25/PanBody/TiltBody/TiltBody.001
0,0,0,6.17,8.728,1.64,TiltBody.001,MovingLightGroup/MovingLight_26/PanBody/TiltBody/TiltBody.001
0,0,0,-7.988,3.992,3.915,TiltBody.001,MovingLightGroup/MovingLight_27/PanBody/TiltBody/TiltBody.001
0,0,0,-3.994,3.992,3.915,TiltBody.001,MovingLightGroup/MovingLight_28/PanBody/TiltBody/TiltBody.001
0,0,0,-0.023,3.992,3.915,TiltBody.001,MovingLightGroup/MovingLight_29/PanBody/TiltBody/TiltBody.001
0,0,0,3.992,3.992,3.915,TiltBody.001,MovingLightGroup/MovingLight_30/PanBody/TiltBody/TiltBody.001
0,0,0,7.995,3.992,3.915,TiltBody.001,MovingLightGroup/MovingLight_31/PanBody/TiltBody/TiltBody.001
0,0,0,-7.98,0.835,-3.11,TiltBody.001,MovingLightGroup/MovingLight_32/PanBody/TiltBody/TiltBody.001
0,0,0,-4.003,0.835,-3.11,TiltBody.001,MovingLightGroup/MovingLight_33/PanBody/TiltBody/TiltBody.001
0,0,0,-0.007,0.835,-3.11,TiltBody.001,MovingLightGroup/MovingLight_34/PanBody/TiltBody/TiltBody.001
0,0,0,3.998,0.835,-3.11,TiltBody.001,MovingLightGroup/MovingLight_35/PanBody/TiltBody/TiltBody.001
0,0,0,7.999,0.835,-3.11,TiltBody.001,MovingLightGroup/MovingLight_36/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,1.795,-4.318,TiltBody.001,MovingLightGroup/MovingLight_37/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,1.795,-1.122,TiltBody.001,MovingLightGroup/MovingLight_38/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,1.795,2.158,TiltBody.001,MovingLightGroup/MovingLight_39/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,3.796,-4.318,TiltBody.001,MovingLightGroup/MovingLight_40/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,3.796,-1.122,TiltBody.001,MovingLightGroup/MovingLight_41/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,3.796,2.158,TiltBody.001,MovingLightGroup/MovingLight_42/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,5.818,-4.318,TiltBody.001,MovingLightGroup/MovingLight_43/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,5.818,-1.122,TiltBody.001,MovingLightGroup/MovingLight_44/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,5.818,2.158,TiltBody.001,MovingLightGroup/MovingLight_45/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,7.851,-4.318,TiltBody.001,MovingLightGroup/MovingLight_46/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,7.851,-1.122,TiltBody.001,MovingLightGroup/MovingLight_47/PanBody/TiltBody/TiltBody.001
0,0,0,11.461,7.851,2.158,TiltBody.001,MovingLightGroup/MovingLight_48/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,1.795,-4.318,TiltBody.001,MovingLightGroup/MovingLight_49/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,1.795,-1.122,TiltBody.001,MovingLightGroup/MovingLight_50/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,1.795,2.158,TiltBody.001,MovingLightGroup/MovingLight_51/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,3.796,-4.318,TiltBody.001,MovingLightGroup/MovingLight_52/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,3.796,-1.122,TiltBody.001,MovingLightGroup/MovingLight_53/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,3.796,2.158,TiltBody.001,MovingLightGroup/MovingLight_54/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,5.818,-4.318,TiltBody.001,MovingLightGroup/MovingLight_55/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,5.818,-1.122,TiltBody.001,MovingLightGroup/MovingLight_56/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,5.818,2.158,TiltBody.001,MovingLightGroup/MovingLight_57/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,7.851,-4.318,TiltBody.001,MovingLightGroup/MovingLight_58/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,7.851,-1.122,TiltBody.001,MovingLightGroup/MovingLight_59/PanBody/TiltBody/TiltBody.001
0,0,0,-11.378,7.851,2.158,TiltBody.001,MovingLightGroup/MovingLight_60/PanBody/TiltBody/TiltBody.001
0,0,0,-8.029,5.809,5.01,TiltBody.001,MovingLightGroup/MovingLight_61/PanBody/TiltBody/TiltBody.001
0,0,0,-4.074,5.815,5.01,TiltBody.001,MovingLightGroup/MovingLight_62/PanBody/TiltBody/TiltBody.001
0,0,0,-0.034,5.815,5.01,TiltBody.001,MovingLightGroup/MovingLight_63/PanBody/TiltBody/TiltBody.001
0,0,0,3.834,5.815,5.01,TiltBody.001,MovingLightGroup/MovingLight_64/PanBody/TiltBody/TiltBody.001
0,0,0,7.922,5.815,5.01,TiltBody.001,MovingLightGroup/MovingLight_65/PanBody/TiltBody/TiltBody.001
0,0,0,-8.029,7.86,5.01,TiltBody.001,MovingLightGroup/MovingLight_66/PanBody/TiltBody/TiltBody.001
0,0,0,-4.074,7.866,5.01,TiltBody.001,MovingLightGroup/MovingLight_67/PanBody/TiltBody/TiltBody.001
0,0,0,-0.034,7.866,5.01,TiltBody.001,MovingLightGroup/MovingLight_68/PanBody/TiltBody/TiltBody.001
0,0,0,3.834,7.866,5.01,TiltBody.001,MovingLightGroup/MovingLight_69/PanBody/TiltBody/TiltBody.001
0,0,0,7.922,7.866,5.01,TiltBody.001,MovingLightGroup/MovingLight_70/PanBody/TiltBody/TiltBody.001
